PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	001	1500000	1500137	a	97
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	002	1500160	1500271	r	114
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	003	1500242	1500351	t	116
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	004	1500303	1500398	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	005	1500592	1500733	f	102
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	006	1500825	1500947	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	007	1500990	1501057	c	99
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	008	1501141	1501205	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	009	1500872	1500962	a	97
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	010	1501251	1501351	l	108
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	011	1501660	1501800	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	012	1501155	1501299	q	113
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	013	1501500	1501584	u	117
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	014	1501625	1501739	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	015	1501890	1502013	c	99
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	016	1501710	1501827	k	107
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	017	1502192	1502315	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	018	1502091	1502223	a	97
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	019	1503150	1503235	r	114
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	020	1501957	1502100	t	116
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	021	1502180	1502311	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	022	1503423	1503519	f	102
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	023	1503608	1503752	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	024	1502507	1502606	c	99
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	025	1503312	1503401	i	105
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	026	1503400	1503470	a	97
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	027	1503198	1503341	l	108
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	028	1502700	1502828	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	029	1503948	1504086	d	100
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	030	1504814	1504917	o	111
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	031	1504470	1504607	g	103
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	032	1504061	1504119	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	033	1506336	1506476	p	112
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	034	1505148	1505209	y	121
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	035	1503434	1503543	t	116
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	036	1504830	1504899	h	104
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	037	1504176	1504235	o	111
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	038	1506438	1506492	n	110
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	039	1503990	1504096	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	040	1505031	1505134	b	98
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	041	1506200	1506340	r	114
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	042	1504551	1504630	o	111
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	043	1504326	1504434	w	119
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	044	1506407	1506460	n	110
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	045	1505324	1505451	 	32
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	046	1507380	1507505	p	112
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	047	1508418	1508485	y	121
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	048	1506251	1506342	t	116
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	049	1506864	1506924	h	104
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	050	1506468	1506600	o	111
016	001	artificial quick artificial dog python brown python	artificial quick artificial dog python brown python	051	1505300	1505375	n	110
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	001	1501000	1501056	o	111
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	002	1501163	1501235	v	118
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	003	1501396	1501505	e	101
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	004	1501369	1501489	r	114
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	005	1501536	1501613	 	32
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	006	1501920	1502066	l	108
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	007	1502134	1502191	e	101
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	008	1502365	1502422	a	97
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	009	1502048	1502134	r	114
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	010	1502584	1502659	n	110
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	011	1502400	1502529	i	105
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	012	1503013	1503081	n	110
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	013	1502632	1502695	g	103
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	014	1503054	1503190	 	32
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	015	1502512	1502643	m	109
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	016	1503655	1503709	a	97
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	017	1502792	1502867	c	99
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	018	1503040	1503147	h	104
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	019	1502944	1503046	i	105
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	020	1503983	1504050	n	110
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	021	1503660	1503764	e	101
016	002	over learning machine dog artificial quick world dog artificial	over learning machine dog artificial quick world dog artificial	022	1504549	1504620	 	32
