PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	001	800000	800073	m	109
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	002	800116	800236	a	97
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	003	800270	800342	c	99
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	004	800594	800724	h	104
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	005	800508	800634	i	105
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	006	800600	800677	n	110
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	007	800888	800990	e	101
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	008	800833	800892	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	009	801032	801117	s	115
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	010	801566	801695	c	99
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	011	801660	801758	i	105
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	012	801485	801611	e	101
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	013	801320	801392	n	110
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	014	802041	802152	c	99
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	015	802716	802822	e	101
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	016	801920	802032	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	017	802800	802878	f	102
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	018	802482	802564	o	111
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	019	803564	803638	x	120
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	020	802774	802892	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	021	803720	803796	h	104
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	022	803129	803272	e	101
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	023	803740	803813	l	108
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	024	803450	803593	l	108
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	025	803096	803200	o	111
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	026	804150	804246	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	027	805018	805111	f	102
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	028	803834	803966	o	111
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	029	802800	802885	x	120
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	030	805568	805698	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	031	804290	804367	t	116
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	032	805146	805240	h	104
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	033	804288	804425	e	101
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	034	803729	803781	 	32
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	035	804318	804464	w	119
009	001	machine science fox hello fox the world over	machine science fox hello fox the world over	036	806160	806266	o	111
