PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	001	300000	300117	j	106
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	002	300199	300305	u	117
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	003	300352	300439	m	109
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	004	300318	300409	p	112
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	005	300544	300645	s	115
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	006	300615	300677	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	007	301050	301174	a	97
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	008	300889	301005	r	114
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	009	301176	301323	t	116
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	010	301062	301181	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	011	301520	301666	f	102
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	012	302046	302150	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	013	302340	302420	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	014	302184	302246	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	015	301820	301935	a	97
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	016	302085	302192	l	108
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	017	301888	301966	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	018	303315	303371	a	97
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	019	302844	302980	r	114
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	020	303059	303194	t	116
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	021	303700	303826	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	022	303339	303466	f	102
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	023	302816	302866	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	024	304416	304526	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	025	303624	303682	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	026	303775	303849	a	97
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	027	303978	304061	l	108
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	028	302943	303050	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	029	303528	303647	b	98
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	030	303915	304042	r	114
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	031	305550	305620	o	111
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	032	304929	305078	w	119
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	033	306112	306260	n	110
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	034	304620	304728	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	035	305950	306057	s	115
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	036	304585	304689	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	037	304608	304751	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	038	305439	305524	e	101
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	039	307182	307249	n	110
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	040	305382	305452	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	041	306480	306627	e	101
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	042	306150	306272	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	043	304410	304550	s	115
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	044	307654	307771	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	045	304840	304933	i	105
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	046	307605	307734	e	101
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	047	307636	307731	n	110
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	048	305499	305555	c	99
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	049	306192	306264	e	101
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	050	305831	305936	 	32
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	051	308450	308524	p	112
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	052	305202	305339	y	121
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	053	305200	305318	t	116
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	054	308427	308573	h	104
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	055	309288	309406	o	111
004	001	jumps artificial artificial brown science science python brown lazy	jumps artificial artificial brown science science python brown lazy	056	308965	309015	n	110
