PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	001	2000000	2000144	a	97
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	002	2000177	2000295	r	114
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	003	2000386	2000533	t	116
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	004	2000462	2000610	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	005	2000608	2000688	f	102
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	006	2000995	2001118	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	007	2000654	2000799	c	99
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	008	2001127	2001271	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	009	2001136	2001280	a	97
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	010	2001341	2001461	l	108
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	011	2001210	2001295	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	012	2002079	2002182	a	97
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	013	2002388	2002527	r	114
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	014	2002249	2002349	t	116
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	015	2001610	2001673	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	016	2001740	2001802	f	102
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	017	2002432	2002490	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	018	2002006	2002149	c	99
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	019	2002250	2002371	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	020	2003762	2003813	a	97
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	021	2002820	2002886	l	108
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	022	2003759	2003813	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	023	2003234	2003303	l	108
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	024	2002990	2003113	e	101
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	025	2003096	2003188	a	97
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	026	2002725	2002837	r	114
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	027	2004472	2004539	n	110
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	028	2002754	2002887	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	029	2003612	2003684	n	110
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	030	2005626	2005719	g	103
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	031	2004800	2004858	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	032	2003410	2003510	j	106
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	033	2005312	2005380	u	117
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	034	2006105	2006224	m	109
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	035	2006766	2006869	p	112
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	036	2006090	2006226	s	115
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	037	2004968	2005045	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	038	2006771	2006906	f	102
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	039	2004446	2004573	o	111
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	040	2005187	2005281	x	120
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	041	2006760	2006897	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	042	2005412	2005518	p	112
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	043	2008106	2008171	y	121
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	044	2007740	2007830	t	116
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	045	2008272	2008323	h	104
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	046	2005625	2005680	o	111
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	047	2005198	2005342	n	110
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	048	2008178	2008309	 	32
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	049	2006912	2006979	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	050	2009751	2009818	n	110
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	051	2008350	2008410	t	116
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	052	2009792	2009894	e	101
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	053	2008528	2008629	l	108
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	054	2008109	2008215	l	108
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	055	2008154	2008210	i	105
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	056	2009130	2009252	g	103
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	057	2009688	2009776	e	101
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	058	2009690	2009757	n	110
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	059	2009338	2009449	c	99
021	001	artificial artificial learning jumps fox python intelligence	artificial artificial learning jumps fox python intelligence	060	2006549	2006689	e	101
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	001	2001000	2001082	h	104
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	002	2001125	2001236	e	101
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	003	2001382	2001450	l	108
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	004	2001426	2001553	l	108
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	005	2001412	2001503	o	111
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	006	2001860	2001999	 	32
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	007	2002182	2002244	t	116
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	008	2002008	2002124	h	104
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	009	2002136	2002201	e	101
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	010	2002242	2002318	 	32
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	011	2002190	2002257	o	111
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	012	2002221	2002360	v	118
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	013	2002632	2002685	e	101
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	014	2002664	2002794	r	114
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	015	2002526	2002613	 	32
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	016	2003595	2003744	d	100
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	017	2002776	2002909	o	111
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	018	2002887	2002970	g	103
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	019	2004312	2004377	 	32
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	020	2003508	2003615	p	112
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	021	2003180	2003295	y	121
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	022	2004948	2005046	t	116
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	023	2003266	2003335	h	104
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	024	2003300	2003423	o	111
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	025	2005224	2005330	n	110
021	002	hello the over dog python programming data fox	hello the over dog python programming data fox	026	2003975	2004105	 	32
