PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	001	4600000	4600084	i	105
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	002	4600148	4600278	n	110
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	003	4600370	4600503	t	116
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	004	4600537	4600659	e	101
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	005	4600784	4600928	l	108
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	006	4600625	4600739	l	108
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	007	4600786	4600881	i	105
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	008	4600700	4600803	g	103
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	009	4601128	4601254	e	101
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	010	4601332	4601427	n	110
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	011	4601960	4602096	c	99
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	012	4601540	4601631	e	101
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	013	4602112	4602168	 	32
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	014	4601352	4601427	b	98
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	015	4601624	4601698	r	114
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	016	4602610	4602727	o	111
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	017	4603040	4603163	w	119
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	018	4601921	4602027	n	110
047	001	intelligence brown brown artificial lazy science artificial lazy	intelligence brown brown artificial lazy science artificial lazy	019	4603204	4603272	 	32
