PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	001	1700000	1700148	i	105
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	002	1700103	1700231	n	110
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	003	1700332	1700396	t	116
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	004	1700456	1700579	e	101
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	005	1700700	1700768	l	108
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	006	1700750	1700827	l	108
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	007	1700846	1700956	i	105
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	008	1700763	1700877	g	103
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	009	1700808	1700870	e	101
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	010	1701674	1701738	n	110
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	011	1701000	1701094	c	99
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	012	1701111	1701223	e	101
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	013	1701428	1701516	 	32
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	014	1702080	1702196	l	108
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	015	1701624	1701762	e	101
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	016	1701635	1701738	a	97
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	017	1702128	1702246	r	114
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	018	1702210	1702347	n	110
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	019	1702718	1702783	i	105
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	020	1702299	1702398	n	110
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	021	1702620	1702693	g	103
018	001	intelligence learning quick brown fox machine	intelligence learning quick brown fox machine	022	1703843	1703949	 	32
