PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	001	1300000	1300096	l	108
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	002	1300130	1300192	a	97
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	003	1300240	1300295	z	122
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	004	1300489	1300551	y	121
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	005	1300544	1300600	 	32
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	006	1300590	1300738	d	100
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	007	1301152	1301279	a	97
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	008	1301246	1301364	t	116
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	009	1300968	1301023	a	97
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	010	1301044	1301119	 	32
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	011	1301260	1301342	b	98
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	012	1301529	1301592	r	114
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	013	1302028	1302129	o	111
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	014	1302184	1302290	w	119
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	015	1302422	1302510	n	110
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	016	1302070	1302197	 	32
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	017	1302624	1302702	s	115
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	018	1301802	1301864	c	99
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	019	1303204	1303277	i	105
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	020	1302318	1302444	e	101
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	021	1303100	1303161	n	110
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	022	1303801	1303852	c	99
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	023	1303498	1303601	e	101
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	024	1303933	1304055	 	32
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	025	1303120	1303264	l	108
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	026	1303425	1303558	e	101
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	027	1303172	1303319	a	97
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	028	1304239	1304378	r	114
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	029	1303108	1303161	n	110
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	030	1305481	1305578	i	105
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	031	1304080	1304136	n	110
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	032	1304743	1304860	g	103
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	033	1304864	1304988	 	32
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	034	1305940	1305997	q	113
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	035	1306256	1306396	u	117
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	036	1303500	1303552	i	105
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	037	1306120	1306208	c	99
014	001	lazy data brown science learning quick jumps science the	lazy data brown science learning quick jumps science the	038	1304477	1304535	k	107
