PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
032	001	machine quick brown brown science dog	machine quick brown brown science dog	001	3100000	3100135	m	109
032	001	machine quick brown brown science dog	machine quick brown brown science dog	002	3100157	3100256	a	97
032	001	machine quick brown brown science dog	machine quick brown brown science dog	003	3100350	3100458	c	99
032	001	machine quick brown brown science dog	machine quick brown brown science dog	004	3100438	3100501	h	104
032	001	machine quick brown brown science dog	machine quick brown brown science dog	005	3100712	3100779	i	105
032	001	machine quick brown brown science dog	machine quick brown brown science dog	006	3100820	3100885	n	110
032	001	machine quick brown brown science dog	machine quick brown brown science dog	007	3100768	3100855	e	101
032	001	machine quick brown brown science dog	machine quick brown brown science dog	008	3101106	3101190	 	32
032	001	machine quick brown brown science dog	machine quick brown brown science dog	009	3100856	3100930	q	113
032	001	machine quick brown brown science dog	machine quick brown brown science dog	010	3101098	3101187	u	117
032	001	machine quick brown brown science dog	machine quick brown brown science dog	011	3101660	3101780	i	105
032	001	machine quick brown brown science dog	machine quick brown brown science dog	012	3101694	3101763	c	99
032	001	machine quick brown brown science dog	machine quick brown brown science dog	013	3101656	3101759	k	107
032	001	machine quick brown brown science dog	machine quick brown brown science dog	014	3102184	3102289	 	32
032	001	machine quick brown brown science dog	machine quick brown brown science dog	015	3101806	3101942	b	98
032	001	machine quick brown brown science dog	machine quick brown brown science dog	016	3101845	3101932	r	114
032	001	machine quick brown brown science dog	machine quick brown brown science dog	017	3102096	3102220	o	111
032	001	machine quick brown brown science dog	machine quick brown brown science dog	018	3103213	3103282	w	119
032	001	machine quick brown brown science dog	machine quick brown brown science dog	019	3102628	3102771	n	110
032	001	machine quick brown brown science dog	machine quick brown brown science dog	020	3102679	3102825	 	32
032	001	machine quick brown brown science dog	machine quick brown brown science dog	021	3102740	3102848	b	98
032	001	machine quick brown brown science dog	machine quick brown brown science dog	022	3102583	3102647	r	114
032	001	machine quick brown brown science dog	machine quick brown brown science dog	023	3102420	3102471	o	111
032	001	machine quick brown brown science dog	machine quick brown brown science dog	024	3103519	3103619	w	119
032	001	machine quick brown brown science dog	machine quick brown brown science dog	025	3103960	3104077	n	110
032	001	machine quick brown brown science dog	machine quick brown brown science dog	026	3103175	3103318	 	32
032	001	machine quick brown brown science dog	machine quick brown brown science dog	027	3105096	3105195	s	115
032	001	machine quick brown brown science dog	machine quick brown brown science dog	028	3103591	3103706	c	99
032	001	machine quick brown brown science dog	machine quick brown brown science dog	029	3103864	3103934	i	105
032	001	machine quick brown brown science dog	machine quick brown brown science dog	030	3104698	3104767	e	101
032	001	machine quick brown brown science dog	machine quick brown brown science dog	031	3105490	3105600	n	110
032	001	machine quick brown brown science dog	machine quick brown brown science dog	032	3104619	3104702	c	99
032	001	machine quick brown brown science dog	machine quick brown brown science dog	033	3103232	3103301	e	101
032	001	machine quick brown brown science dog	machine quick brown brown science dog	034	3104752	3104829	 	32
032	001	machine quick brown brown science dog	machine quick brown brown science dog	035	3105406	3105470	d	100
032	001	machine quick brown brown science dog	machine quick brown brown science dog	036	3105915	3106062	o	111
032	001	machine quick brown brown science dog	machine quick brown brown science dog	037	3104860	3104932	g	103
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	001	3101000	3101072	d	100
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	002	3101182	3101292	o	111
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	003	3101378	3101459	g	103
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	004	3101450	3101566	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	005	3101668	3101796	h	104
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	006	3101560	3101643	e	101
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	007	3101828	3101926	l	108
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	008	3101770	3101829	l	108
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	009	3101952	3102043	o	111
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	010	3102512	3102621	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	011	3102330	3102408	m	109
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	012	3103101	3103161	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	013	3102500	3102550	c	99
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	014	3103444	3103551	h	104
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	015	3103464	3103612	i	105
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	016	3102935	3103077	n	110
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	017	3104104	3104209	e	101
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	018	3103907	3104038	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	019	3103178	3103326	b	98
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	020	3103318	3103463	r	114
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	021	3104840	3104954	o	111
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	022	3105158	3105300	w	119
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	023	3103860	3103967	n	110
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	024	3103898	3104005	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	025	3104528	3104604	l	108
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	026	3105050	3105168	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	027	3105628	3105764	z	122
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	028	3105968	3106019	y	121
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	029	3104948	3105034	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	030	3106539	3106635	d	100
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	031	3104840	3104931	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	032	3104255	3104341	t	116
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	033	3104424	3104525	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	034	3105092	3105142	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	035	3106848	3106979	p	112
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	036	3107790	3107853	y	121
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	037	3105104	3105225	t	116
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	038	3104774	3104879	h	104
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	039	3108258	3108330	o	111
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	040	3105485	3105599	n	110
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	041	3108800	3108862	 	32
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	042	3108790	3108929	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	043	3105662	3105723	r	114
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	044	3108310	3108421	t	116
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	045	3108568	3108633	i	105
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	046	3109910	3110021	f	102
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	047	3110016	3110121	i	105
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	048	3107157	3107209	c	99
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	049	3108152	3108241	i	105
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	050	3109624	3109696	a	97
032	002	dog hello machine brown lazy data python artificial	dog hello machine brown lazy data python artificial	051	3107650	3107703	l	108
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	001	3102000	3102076	a	97
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	002	3102191	3102326	r	114
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	003	3102280	3102359	t	116
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	004	3102579	3102690	i	105
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	005	3102792	3102866	f	102
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	006	3102735	3102868	i	105
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	007	3102978	3103096	c	99
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	008	3102882	3102975	i	105
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	009	3103024	3103120	a	97
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	010	3103035	3103160	l	108
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	011	3103940	3104001	 	32
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	012	3103496	3103644	l	108
032	003	artificial learning intelligence data programming	artificial learning intelligence data programming	013	3103380	3103507	e	101
